Zip,City,State,Latitude,Longitude
80705,Log Lane Village,CO,40.2708,-103.8292
80615,Eaton,CO,40.5292,-104.7118
81502,Grand Junction,CO,39.0179,-108.4814
80260,Denver,CO,39.8686,-105.0081
80218,Denver,CO,39.7312,-104.9713
81613,Snowmass Village,CO,39.2126,-106.9419
80314,Boulder,CO,40.0878,-105.3735
81645,Minturn,CO,39.4593,-106.3786
81215,Canon City,CO,38.4776,-105.4766
80219,Denver,CO,39.6981,-105.0348
81147,Pagosa Springs,CO,37.2412,-107.1129
80907,Colorado Springs,CO,38.8737,-104.8187
80154,Englewood,CO,39.7388,-104.4083
80759,Yuma,CO,40.1692,-102.6901
80970,Colorado Springs,CO,38.8247,-104.5620
80504,Longmont,CO,40.1601,-105.0177
81009,Pueblo,CO,38.1286,-104.5523
80602,Thornton,CO,39.9590,-104.9089
80553,Fort Collins,CO,40.6281,-105.5692
81330,Mesa Verde National Park,CO,37.2378,-108.5042
80017,Aurora,CO,39.6953,-104.7844
81324,Dove Creek,CO,37.7755,-108.9246
81612,Aspen,CO,39.2234,-106.8828
80237,Denver,CO,39.6436,-104.9041
80901,Colorado Springs,CO,38.8615,-104.8578
81140,La Jara,CO,37.2741,-106.0518
80451,Hot Sulphur Springs,CO,40.1015,-106.1186
81621,Basalt,CO,39.3794,-106.9708
81050,La Junta,CO,37.9959,-103.5400
80741,Merino,CO,40.5081,-103.4182
80003,Arvada,CO,39.8254,-105.0644
80436,Dumont,CO,39.7663,-105.6152
80862,Wild Horse,CO,38.9227,-103.0212
81136,Hooper,CO,37.7799,-105.8126
80295,Denver,CO,39.7455,-104.9863
80841,U S A F Academy,CO,38.8247,-104.5620
80962,Colorado Springs,CO,38.8247,-104.5620
80935,Colorado Springs,CO,38.8247,-104.5620
81135,Homelake,CO,37.6157,-106.3753
81421,Maher,CO,38.9429,-107.9398
81260,Basalt,CO,39.3616,-107.0255
80737,Julesburg,CO,40.9169,-102.2186
80243,Denver,CO,39.7388,-104.4083
81010,Pueblo,CO,38.1286,-104.5523
80819,Green Mountain Falls,CO,38.9408,-105.0136
81059,Model,CO,37.5132,-104.0296
81126,Chama,CO,37.1753,-105.3416
80925,Colorado Springs,CO,38.7583,-104.6555
80830,Matheson,CO,39.0899,-103.8953
80824,Kirk,CO,39.6507,-102.5269
81516,Snowmass Village,CO,39.2257,-106.9371
80122,Littleton,CO,39.5826,-104.9583
80812,Cope,CO,39.6483,-102.8872
80817,Fountain,CO,38.6740,-104.6963
81132,Del Norte,CO,37.7320,-106.3977
80645,La Salle,CO,40.3321,-104.6870
81069,Rye,CO,37.9098,-104.8989
80323,Boulder,CO,40.0878,-105.3735
80740,Lindon,CO,39.7245,-103.3835
80828,Limon,CO,39.2731,-103.6942
80124,Littleton,CO,39.5435,-104.8964
